주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
자본금,256.0,256.0,269.0,269.0,269.0,,,269.0,035810,이지바이오
영업활동현금흐름,460.0,370.0,-229.0,137.0,-61.0,,,,035810,이지바이오
투자활동현금흐름,-137.0,-246.0,-152.0,-18.0,-45.0,,,,035810,이지바이오
재무활동현금흐름,-747.0,266.0,142.0,514.0,61.0,,,,035810,이지바이오
CAPEX,59.0,286.0,120.0,152.0,57.0,,,,035810,이지바이오
FCF,401.0,84.0,-349.0,-15.0,-118.0,,,,035810,이지바이오
이자발생부채,8544.0,8892.0,9043.0,9583.0,9579.0,,,,035810,이지바이오
영업이익률,2.67,9.22,1.39,5.22,4.73,10.12,,,035810,이지바이오
순이익률,0.44,3.64,-0.73,0.8,2.73,,,,035810,이지바이오
ROE(%),10.57,7.3,8.24,8.85,10.77,,,,035810,이지바이오
ROA(%),0.71,0.22,0.59,1.01,1.55,,,,035810,이지바이오
부채비율,284.91,289.44,289.49,295.91,283.65,,,263.76,035810,이지바이오
자본유보율,897.24,946.46,939.6,968.04,986.87,,,,035810,이지바이오
EPS(원),62.0,251.0,43.0,99.0,162.0,,,,035810,이지바이오
PER(배),11.15,19.96,14.23,12.55,10.0,,,,035810,이지바이오
BPS(원),4999.0,5272.0,5135.0,5117.0,5288.0,,,5988.0,035810,이지바이오
PBR(배),1.15,1.43,1.2,1.11,1.05,,,1.19,035810,이지바이오
현금DPS(원),0.0,0.0,0.0,50.0,,,,,035810,이지바이오
현금배당수익률,,,,,,,,,035810,이지바이오
현금배당성향(%),0.0,0.0,0.0,50.64,,,,,035810,이지바이오
발행주식수(보통주),50524161.0,50524161.0,53005256.0,53005256.0,53005256.0,,,,035810,이지바이오
주요재무정보,2015/03(IFRS별도),2015/06(IFRS별도),2015/09(IFRS별도),2015/12(IFRS별도),2016/03(IFRS별도),2016/06(E)(IFRS별도),2016/09(E)(IFRS별도),2016/12(E)(IFRS별도),code,name
매출액,76.0,72.0,84.0,74.0,94.0,,,,101240,씨큐브
영업이익,11.0,5.0,15.0,0.0,16.0,,,,101240,씨큐브
세전계속사업이익,9.0,6.0,17.0,0.0,16.0,,,,101240,씨큐브
당기순이익,9.0,5.0,17.0,-2.0,15.0,,,,101240,씨큐브
당기순이익(지배),9.0,5.0,17.0,-2.0,15.0,,,,101240,씨큐브
당기순이익(비지배),,,,,,,,,101240,씨큐브
자산총계,551.0,570.0,583.0,568.0,586.0,,,,101240,씨큐브
부채총계,158.0,152.0,156.0,161.0,177.0,,,,101240,씨큐브
자본총계,393.0,418.0,427.0,407.0,409.0,,,,101240,씨큐브
자본총계(지배),393.0,418.0,427.0,407.0,409.0,,,,101240,씨큐브
자본총계(비지배),,,,,,,,,101240,씨큐브
자본금,36.0,38.0,38.0,38.0,38.0,,,,101240,씨큐브
영업활동현금흐름,10.0,6.0,5.0,20.0,12.0,,,,101240,씨큐브
투자활동현금흐름,-20.0,-6.0,-24.0,3.0,-24.0,,,,101240,씨큐브
재무활동현금흐름,-37.0,15.0,-9.0,-13.0,9.0,,,,101240,씨큐브
CAPEX,18.0,6.0,6.0,6.0,8.0,,,,101240,씨큐브
FCF,-8.0,0.0,0.0,14.0,5.0,,,,101240,씨큐브
이자발생부채,110.0,110.0,115.0,115.0,130.0,,,,101240,씨큐브
영업이익률,13.9,7.11,17.26,0.12,16.56,,,,101240,씨큐브
순이익률,12.41,7.21,20.67,-2.64,15.72,,,,101240,씨큐브
ROE(%),9.45,8.61,9.45,7.63,8.83,,,,101240,씨큐브
ROA(%),6.37,5.88,6.54,5.27,6.23,,,,101240,씨큐브
부채비율,40.11,36.25,36.4,39.43,43.17,,,,101240,씨큐브
자본유보율,1063.67,1057.39,1113.02,1094.14,1115.15,,,,101240,씨큐브
EPS(원),135.0,69.0,230.0,-26.0,196.0,,,,101240,씨큐브
PER(배),18.14,23.1,22.36,24.7,21.3,,,,101240,씨큐브
BPS(원),5938.0,5897.0,6112.0,5926.0,6008.0,,,,101240,씨큐브
PBR(배),1.62,1.86,1.89,1.69,1.66,,,,101240,씨큐브
현금DPS(원),0.0,0.0,0.0,100.0,,,,,101240,씨큐브
현금배당수익률,,,,,,,,,101240,씨큐브
현금배당성향(%),0.0,0.0,0.0,-350.2,,,,,101240,씨큐브
발행주식수(보통주),7103003.0,7579080.0,7579080.0,7579080.0,7579080.0,,,,101240,씨큐브
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,3789.0,3953.0,3387.0,4581.0,3808.0,3994.0,3448.0,4710.0,093050,LF
영업이익,158.0,258.0,15.0,310.0,118.0,273.0,40.0,376.0,093050,LF
세전계속사업이익,204.0,254.0,-10.0,286.0,115.0,290.0,30.0,410.0,093050,LF
당기순이익,148.0,170.0,-3.0,191.0,75.0,190.0,31.0,239.0,093050,LF
당기순이익(지배),148.0,172.0,-3.0,191.0,75.0,200.0,20.0,290.0,093050,LF
당기순이익(비지배),0.0,-2.0,-1.0,0.0,0.0,,,,093050,LF
자산총계,14183.0,14650.0,14922.0,14749.0,14665.0,,,15199.0,093050,LF
부채총계,4370.0,4672.0,4933.0,4573.0,4559.0,,,4580.0,093050,LF
자본총계,9813.0,9978.0,9989.0,10176.0,10106.0,,,10622.0,093050,LF
자본총계(지배),9807.0,9977.0,9986.0,10173.0,10103.0,,,10622.0,093050,LF
자본총계(비지배),5.0,1.0,3.0,3.0,3.0,,,,093050,LF
자본금,1462.0,1462.0,1462.0,1462.0,1462.0,,,1461.0,093050,LF
영업활동현금흐름,7.0,653.0,-578.0,435.0,142.0,,,,093050,LF
투자활동현금흐름,-651.0,-511.0,-383.0,-28.0,41.0,,,,093050,LF
재무활동현금흐름,-14.0,-51.0,55.0,-6.0,-26.0,,,,093050,LF
CAPEX,26.0,122.0,83.0,105.0,88.0,,,,093050,LF
FCF,-20.0,530.0,-661.0,330.0,54.0,,,,093050,LF
이자발생부채,1974.0,,1507.0,2306.0,2284.0,,,,093050,LF
영업이익률,4.17,6.53,0.43,6.78,3.09,6.84,1.18,7.99,093050,LF
순이익률,3.91,4.3,-0.1,4.18,1.97,4.76,0.9,5.07,093050,LF
ROE(%),8.58,8.01,7.37,5.09,4.38,,,,093050,LF
ROA(%),5.84,5.53,4.98,3.52,3.0,,,,093050,LF
부채비율,44.53,46.82,49.38,44.94,45.11,,,43.12,093050,LF
자본유보율,582.28,594.03,593.83,606.61,601.73,,,,093050,LF
EPS(원),506.0,589.0,-9.0,655.0,256.0,684.0,68.0,992.0,093050,LF
PER(배),11.37,11.42,13.38,15.5,17.37,,,,093050,LF
BPS(원),33541.0,34123.0,34153.0,34790.0,34551.0,,,36327.0,093050,LF
PBR(배),0.95,0.89,0.96,0.78,0.75,,,0.62,093050,LF
현금DPS(원),0.0,0.0,0.0,500.0,,,,,093050,LF
현금배당수익률,,,,,,,,,093050,LF
현금배당성향(%),0.0,0.0,0.0,76.36,,,,,093050,LF
발행주식수(보통주),29240000.0,29240000.0,29240000.0,29240000.0,29240000.0,,,,093050,LF
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,309.0,231.0,214.0,406.0,288.0,330.0,330.0,630.0,090370,아비스타
영업이익,-9.0,-37.0,-24.0,-175.0,-26.0,10.0,20.0,80.0,090370,아비스타
세전계속사업이익,-17.0,-76.0,-32.0,-204.0,-51.0,-10.0,-10.0,50.0,090370,아비스타
당기순이익,-20.0,-78.0,-31.0,-238.0,-54.0,,,,090370,아비스타
당기순이익(지배),-20.0,-78.0,-31.0,-238.0,-54.0,-20.0,-10.0,60.0,090370,아비스타
당기순이익(비지배),,,,,,,,,090370,아비스타
자산총계,1313.0,1254.0,1300.0,1140.0,1033.0,,,1460.0,090370,아비스타
부채총계,784.0,798.0,872.0,944.0,879.0,,,1280.0,090370,아비스타
자본총계,529.0,456.0,428.0,196.0,154.0,,,180.0,090370,아비스타
자본총계(지배),529.0,456.0,428.0,196.0,154.0,,,180.0,090370,아비스타
자본총계(비지배),,,,,,,,,090370,아비스타
자본금,78.0,78.0,78.0,78.0,80.0,,,80.0,090370,아비스타
영업활동현금흐름,-4.0,,-113.0,38.0,-5.0,,,,090370,아비스타
투자활동현금흐름,2.0,,-4.0,22.0,-11.0,,,,090370,아비스타
재무활동현금흐름,-17.0,,90.0,-17.0,3.0,,,,090370,아비스타
CAPEX,6.0,0.0,14.0,4.0,8.0,,,,090370,아비스타
FCF,-10.0,0.0,-128.0,35.0,-14.0,,,,090370,아비스타
이자발생부채,499.0,564.0,561.0,537.0,520.0,,,,090370,아비스타
영업이익률,-2.98,-15.85,-11.39,-43.15,-9.01,3.03,6.06,12.7,090370,아비스타
순이익률,-6.55,-33.63,-14.43,-58.66,-18.61,,,,090370,아비스타
ROE(%),-12.11,-24.64,-24.02,-98.51,-117.3,,,,090370,아비스타
ROA(%),-4.84,-9.45,-8.42,-28.36,-34.14,,,,090370,아비스타
부채비율,148.14,174.91,203.67,481.33,572.63,,,711.11,090370,아비스타
자본유보율,581.82,483.11,443.48,151.21,94.46,,,,090370,아비스타
EPS(원),-130.0,-498.0,-197.0,-1524.0,-341.0,-125.0,-63.0,375.0,090370,아비스타
PER(배),-13.58,-6.82,-5.92,-1.69,-1.41,,,,090370,아비스타
BPS(원),3399.0,2917.0,2738.0,1255.0,960.0,,,1125.0,090370,아비스타
PBR(배),1.72,1.81,1.59,3.17,3.77,,,2.67,090370,아비스타
현금DPS(원),0.0,0.0,0.0,0.0,,,,,090370,아비스타
현금배당수익률,,,,,,,,,090370,아비스타
현금배당성향(%),0.0,0.0,0.0,0.0,,,,,090370,아비스타
발행주식수(보통주),15568600.0,15634461.0,15634461.0,15634461.0,15994403.0,,,,090370,아비스타
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,102121.0,49681.0,43896.0,64829.0,77646.0,42268.0,40280.0,60605.0,036460,한국가스공사
영업이익,8654.0,37.0,-1450.0,2837.0,8941.0,-78.0,-1229.0,3197.0,036460,한국가스공사
세전계속사업이익,7468.0,-1556.0,-3285.0,140.0,6711.0,-1696.0,-3017.0,2206.0,036460,한국가스공사
당기순이익,5812.0,-404.0,-2407.0,192.0,5113.0,-1268.0,-2028.0,987.0,036460,한국가스공사
당기순이익(지배),5812.0,-404.0,-2407.0,192.0,5113.0,-1222.0,-2460.0,2317.0,036460,한국가스공사
당기순이익(비지배),0.0,0.0,0.0,0.0,0.0,,,,036460,한국가스공사
자산총계,449306.0,418892.0,427439.0,423853.0,418123.0,,,419243.0,036460,한국가스공사
부채총계,346591.0,316364.0,326812.0,323284.0,312942.0,,,316689.0,036460,한국가스공사
자본총계,102715.0,102528.0,100627.0,100569.0,105181.0,,,102554.0,036460,한국가스공사
자본총계(지배),102715.0,102528.0,100627.0,100569.0,105158.0,,,102817.0,036460,한국가스공사
자본총계(비지배),0.0,0.0,0.0,0.0,24.0,,,,036460,한국가스공사
자본금,4616.0,4616.0,4616.0,4616.0,4616.0,,,4618.0,036460,한국가스공사
영업활동현금흐름,21081.0,37455.0,3958.0,-7932.0,23193.0,,,,036460,한국가스공사
투자활동현금흐름,-3892.0,-7682.0,-9293.0,-1599.0,-6220.0,,,,036460,한국가스공사
재무활동현금흐름,-8959.0,-28073.0,1946.0,2426.0,-10903.0,,,,036460,한국가스공사
CAPEX,5195.0,5333.0,5443.0,6753.0,3713.0,,,,036460,한국가스공사
FCF,15886.0,32122.0,-1485.0,-14686.0,19480.0,,,,036460,한국가스공사
이자발생부채,297171.0,273771.0,284639.0,280527.0,271499.0,,,,036460,한국가스공사
영업이익률,8.47,0.07,-3.3,4.38,11.52,-0.19,-3.05,5.27,036460,한국가스공사
순이익률,5.69,-0.81,-5.48,0.3,6.58,-3.0,-5.04,1.63,036460,한국가스공사
ROE(%),6.17,5.56,4.58,3.23,2.4,,,,036460,한국가스공사
ROA(%),1.34,1.29,1.04,0.72,0.57,,,,036460,한국가스공사
부채비율,337.43,308.56,324.77,321.45,297.53,,,308.8,036460,한국가스공사
자본유보율,1737.4,1728.73,1676.11,1677.75,1784.78,,,,036460,한국가스공사
EPS(원),6296.0,-438.0,-2608.0,208.0,5539.0,-1324.0,-2665.0,2510.0,036460,한국가스공사
PER(배),6.17,7.31,8.18,10.66,14.2,,,,036460,한국가스공사
BPS(원),117205.0,116992.0,114822.0,114757.0,119992.0,,,117321.0,036460,한국가스공사
PBR(배),0.35,0.37,0.35,0.32,0.32,,,0.35,036460,한국가스공사
현금DPS(원),0.0,0.0,0.0,170.0,,,,,036460,한국가스공사
현금배당수익률,,,,,,,,,036460,한국가스공사
현금배당성향(%),0.0,0.0,0.0,77.67,,,,,036460,한국가스공사
발행주식수(보통주),92313000.0,92313000.0,92313000.0,92313000.0,92313000.0,,,,036460,한국가스공사
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,40372.0,41912.0,38636.0,41123.0,33085.0,40605.0,39469.0,44961.0,034020,두산중공업
영업이익,1542.0,2268.0,667.0,-3857.0,2276.0,2586.0,2235.0,2521.0,034020,두산중공업
세전계속사업이익,-356.0,485.0,-3563.0,-12145.0,1213.0,758.0,419.0,590.0,034020,두산중공업
당기순이익,-890.0,-250.0,-3604.0,-12765.0,898.0,1566.0,-104.0,335.0,034020,두산중공업
당기순이익(지배),-553.0,-174.0,-2038.0,-7620.0,316.0,1219.0,240.0,543.0,034020,두산중공업
당기순이익(비지배),-337.0,-76.0,-1566.0,-5145.0,582.0,,,,034020,두산중공업
자산총계,272374.0,274606.0,285360.0,272601.0,266310.0,276773.0,267039.0,267537.0,034020,두산중공업
부채총계,200974.0,201456.0,207326.0,202340.0,196340.0,203210.0,193380.0,196417.0,034020,두산중공업
자본총계,71400.0,73150.0,78034.0,70261.0,69971.0,73563.0,73659.0,71558.0,034020,두산중공업
자본총계(지배),42888.0,44023.0,43707.0,35807.0,35491.0,39108.0,39204.0,36946.0,034020,두산중공업
자본총계(비지배),28512.0,29128.0,34327.0,34454.0,34479.0,,,,034020,두산중공업
자본금,5968.0,5968.0,5968.0,5968.0,5968.0,5968.0,5968.0,5922.0,034020,두산중공업
영업활동현금흐름,-10760.0,4863.0,-2897.0,8050.0,971.0,9051.0,4250.0,15263.0,034020,두산중공업
투자활동현금흐름,-498.0,835.0,-1157.0,-2977.0,1667.0,-1101.0,-1281.0,-1336.0,034020,두산중공업
재무활동현금흐름,6748.0,-3883.0,6500.0,1222.0,-5286.0,5286.0,-2583.0,1841.0,034020,두산중공업
CAPEX,469.0,928.0,930.0,1560.0,699.0,900.0,900.0,900.0,034020,두산중공업
FCF,-11230.0,3935.0,-3826.0,6490.0,272.0,1344.0,-1134.0,10101.0,034020,두산중공업
이자발생부채,117653.0,116561.0,124142.0,120261.0,114644.0,,,,034020,두산중공업
영업이익률,3.82,5.41,1.73,-9.38,6.88,6.37,5.66,5.61,034020,두산중공업
순이익률,-2.2,-0.6,-9.33,-31.04,2.71,3.86,-0.26,0.75,034020,두산중공업
ROE(%),-3.71,-3.4,-8.4,-25.21,-24.28,,,,034020,두산중공업
ROA(%),-0.66,-0.79,-2.12,-6.39,-5.84,,,,034020,두산중공업
부채비율,281.48,275.4,265.69,287.98,280.6,276.24,262.54,274.49,034020,두산중공업
자본유보율,625.93,630.17,597.82,431.8,420.46,,,,034020,두산중공업
EPS(원),-463.0,-146.0,-1708.0,-6384.0,265.0,1022.0,201.0,455.0,034020,두산중공업
PER(배),-18.69,-17.97,-6.62,-2.37,-2.71,,,,034020,두산중공업
BPS(원),38276.0,39289.0,39007.0,31956.0,31675.0,32765.0,32845.0,30953.0,034020,두산중공업
PBR(배),0.74,0.61,0.54,0.64,0.68,0.63,0.63,0.67,034020,두산중공업
현금DPS(원),0.0,0.0,0.0,850.0,,,,,034020,두산중공업
현금배당수익률,,,,,,,,,034020,두산중공업
현금배당성향(%),0.0,0.0,0.0,-12.64,,,,,034020,두산중공업
발행주식수(보통주),106158256.0,106158256.0,106158256.0,106158256.0,106158256.0,,,,034020,두산중공업
주요재무정보,2015/03(IFRS별도),2015/06(IFRS별도),2015/09(IFRS별도),2015/12(IFRS별도),2016/03(IFRS별도),2016/06(E)(IFRS별도),2016/09(E)(IFRS별도),2016/12(E)(IFRS별도),code,name
매출액,51.0,118.0,109.0,128.0,75.0,,,,065450,빅텍
영업이익,-3.0,8.0,5.0,5.0,-7.0,,,,065450,빅텍
세전계속사업이익,0.0,7.0,2.0,8.0,-8.0,,,,065450,빅텍
당기순이익,0.0,7.0,2.0,6.0,-5.0,,,,065450,빅텍
당기순이익(지배),0.0,7.0,2.0,6.0,-5.0,,,,065450,빅텍
당기순이익(비지배),,,,,,,,,065450,빅텍
자산총계,521.0,533.0,578.0,588.0,589.0,,,,065450,빅텍
부채총계,206.0,213.0,256.0,260.0,231.0,,,,065450,빅텍
자본총계,315.0,320.0,322.0,329.0,358.0,,,,065450,빅텍
자본총계(지배),315.0,320.0,322.0,329.0,358.0,,,,065450,빅텍
자본총계(비지배),,,,,,,,,065450,빅텍
자본금,49.0,49.0,49.0,49.0,49.0,,,,065450,빅텍
영업활동현금흐름,-37.0,-3.0,-36.0,63.0,-44.0,,,,065450,빅텍
투자활동현금흐름,-30.0,-30.0,-13.0,-39.0,0.0,,,,065450,빅텍
재무활동현금흐름,10.0,29.0,30.0,24.0,9.0,,,,065450,빅텍
CAPEX,31.0,22.0,13.0,45.0,0.0,,,,065450,빅텍
FCF,-69.0,-24.0,-48.0,18.0,-45.0,,,,065450,빅텍
이자발생부채,43.0,72.0,103.0,126.0,99.0,,,,065450,빅텍
영업이익률,-5.95,6.75,4.7,4.19,-9.27,,,,065450,빅텍
순이익률,-0.05,5.69,1.57,4.81,-6.79,,,,065450,빅텍
ROE(%),5.21,5.4,3.58,4.49,2.82,,,,065450,빅텍
ROA(%),3.28,3.39,2.23,2.66,1.71,,,,065450,빅텍
부채비율,65.52,66.46,79.59,78.9,64.58,,,,065450,빅텍
자본유보율,585.64,599.27,602.56,615.08,630.11,,,,065450,빅텍
EPS(원),0.0,27.0,7.0,25.0,-21.0,,,,065450,빅텍
PER(배),29.8,24.4,50.29,34.09,80.71,,,,065450,빅텍
BPS(원),1355.0,1377.0,1385.0,1416.0,1460.0,,,,065450,빅텍
PBR(배),1.47,1.25,1.71,1.43,2.14,,,,065450,빅텍
현금DPS(원),0.0,0.0,0.0,,,,,,065450,빅텍
현금배당수익률,,,,,,,,,065450,빅텍
현금배당성향(%),0.0,0.0,0.0,,,,,,065450,빅텍
발행주식수(보통주),24500000.0,24500000.0,24500000.0,24500000.0,24500000.0,,,,065450,빅텍
주요재무정보,2015/03(IFRS별도),2015/06(IFRS별도),2015/09(IFRS별도),2015/12(IFRS별도),2016/03(IFRS별도),2016/06(E)(IFRS별도),2016/09(E)(IFRS별도),2016/12(E)(IFRS별도),code,name
매출액,928.0,870.0,892.0,966.0,883.0,,,,007190,한솔아트원제지
영업이익,15.0,32.0,36.0,45.0,64.0,,,,007190,한솔아트원제지
세전계속사업이익,-23.0,0.0,-24.0,34.0,3.0,,,,007190,한솔아트원제지
당기순이익,-23.0,0.0,-24.0,34.0,3.0,,,,007190,한솔아트원제지
당기순이익(지배),-23.0,0.0,-24.0,34.0,3.0,,,,007190,한솔아트원제지
당기순이익(비지배),,,,,,,,,007190,한솔아트원제지
자산총계,4556.0,4767.0,4605.0,4353.0,4753.0,,,,007190,한솔아트원제지
부채총계,3545.0,3629.0,3491.0,3209.0,3606.0,,,,007190,한솔아트원제지
자본총계,1011.0,1138.0,1114.0,1144.0,1147.0,,,,007190,한솔아트원제지
자본총계(지배),1011.0,1138.0,1114.0,1144.0,1147.0,,,,007190,한솔아트원제지
자본총계(비지배),,,,,,,,,007190,한솔아트원제지
자본금,390.0,390.0,390.0,390.0,390.0,,,,007190,한솔아트원제지
영업활동현금흐름,22.0,177.0,-11.0,179.0,-212.0,,,,007190,한솔아트원제지
투자활동현금흐름,-23.0,-22.0,-44.0,-15.0,-33.0,,,,007190,한솔아트원제지
재무활동현금흐름,-19.0,72.0,-159.0,-168.0,364.0,,,,007190,한솔아트원제지
CAPEX,26.0,22.0,44.0,16.0,33.0,,,,007190,한솔아트원제지
FCF,-4.0,155.0,-55.0,164.0,-245.0,,,,007190,한솔아트원제지
이자발생부채,2783.0,2868.0,2727.0,2516.0,2860.0,,,,007190,한솔아트원제지
영업이익률,1.63,3.63,4.01,4.68,7.3,,,,007190,한솔아트원제지
순이익률,-2.51,0.0,-2.75,3.48,0.34,,,,007190,한솔아트원제지
ROE(%),-21.61,-16.61,-10.08,-1.29,1.13,,,,007190,한솔아트원제지
ROA(%),-4.47,-3.98,-2.38,-0.32,0.26,,,,007190,한솔아트원제지
부채비율,350.81,318.81,313.43,280.54,314.44,,,,007190,한솔아트원제지
자본유보율,152.0,152.0,145.72,154.15,154.91,,,,007190,한솔아트원제지
EPS(원),-60.0,0.0,-63.0,86.0,8.0,,,,007190,한솔아트원제지
PER(배),-2.73,-3.76,-5.88,-47.0,100.2,,,,007190,한솔아트원제지
BPS(원),2594.0,2922.0,2859.0,2936.0,2944.0,,,,007190,한솔아트원제지
PBR(배),0.63,0.64,0.59,0.58,1.06,,,,007190,한솔아트원제지
현금DPS(원),0.0,0.0,0.0,,,,,,007190,한솔아트원제지
현금배당수익률,,,,,,,,,007190,한솔아트원제지
현금배당성향(%),0.0,0.0,0.0,0.0,,,,,007190,한솔아트원제지
발행주식수(보통주),38478081.0,38478081.0,38478081.0,38478081.0,38478081.0,,,,007190,한솔아트원제지
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,57.0,8.0,35.0,32.0,60.0,,,,054630,에이디칩스
영업이익,-5.0,0.0,-2.0,-9.0,4.0,,,,054630,에이디칩스
세전계속사업이익,-5.0,5.0,-2.0,-16.0,4.0,,,,054630,에이디칩스
당기순이익,-5.0,0.0,-2.0,-16.0,2.0,,,,054630,에이디칩스
당기순이익(지배),-4.0,1.0,-2.0,-16.0,2.0,,,,054630,에이디칩스
당기순이익(비지배),-1.0,-1.0,,,,,,,054630,에이디칩스
자산총계,115.0,87.0,91.0,94.0,156.0,,,,054630,에이디칩스
부채총계,60.0,50.0,37.0,36.0,85.0,,,,054630,에이디칩스
자본총계,55.0,38.0,54.0,59.0,71.0,,,,054630,에이디칩스
자본총계(지배),35.0,38.0,54.0,59.0,71.0,,,,054630,에이디칩스
자본총계(비지배),20.0,,,,,,,,054630,에이디칩스
자본금,42.0,42.0,46.0,49.0,53.0,,,,054630,에이디칩스
영업활동현금흐름,2.0,-4.0,0.0,-21.0,0.0,,,,054630,에이디칩스
투자활동현금흐름,1.0,12.0,0.0,0.0,-33.0,,,,054630,에이디칩스
재무활동현금흐름,-2.0,-9.0,6.0,20.0,30.0,,,,054630,에이디칩스
CAPEX,0.0,0.0,0.0,0.0,1.0,,,,054630,에이디칩스
FCF,2.0,-4.0,0.0,-21.0,-1.0,,,,054630,에이디칩스
이자발생부채,49.0,40.0,27.0,27.0,49.0,,,,054630,에이디칩스
영업이익률,-7.93,-3.67,-6.05,-27.16,5.89,,,,054630,에이디칩스
순이익률,-9.46,-3.61,-6.18,-49.9,2.75,,,,054630,에이디칩스
ROE(%),-66.28,-44.33,-25.78,-43.66,-29.24,,,,054630,에이디칩스
ROA(%),-24.24,-19.34,-13.74,-21.15,-12.35,,,,054630,에이디칩스
부채비율,109.13,131.86,68.75,61.26,120.6,,,,054630,에이디칩스
자본유보율,-30.21,-25.59,8.15,9.47,24.27,,,,054630,에이디칩스
EPS(원),-48.0,13.0,-25.0,-170.0,16.0,,,,054630,에이디칩스
PER(배),-8.84,-15.29,-26.24,-10.59,-13.2,,,,054630,에이디칩스
BPS(원),410.0,442.0,591.0,593.0,664.0,,,,054630,에이디칩스
PBR(배),8.12,7.78,6.38,4.29,3.32,,,,054630,에이디칩스
현금DPS(원),0.0,0.0,0.0,,,,,,054630,에이디칩스
현금배당수익률,,,,,,,,,054630,에이디칩스
현금배당성향(%),0.0,0.0,0.0,0.0,,,,,054630,에이디칩스
발행주식수(보통주),8496720.0,8496720.0,9160576.0,9875976.0,10630976.0,,,,054630,에이디칩스
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,32.0,33.0,33.0,66.0,33.0,,,,063440,케이디미디어
영업이익,-20.0,-23.0,-15.0,-11.0,-13.0,,,,063440,케이디미디어
세전계속사업이익,-21.0,-23.0,-15.0,-16.0,-13.0,,,,063440,케이디미디어
당기순이익,-21.0,-23.0,-15.0,-16.0,-13.0,,,,063440,케이디미디어
당기순이익(지배),-21.0,-23.0,-15.0,-16.0,-13.0,,,,063440,케이디미디어
당기순이익(비지배),0.0,0.0,0.0,0.0,,,,,063440,케이디미디어
자산총계,242.0,230.0,218.0,232.0,205.0,,,,063440,케이디미디어
부채총계,99.0,94.0,94.0,99.0,84.0,,,,063440,케이디미디어
자본총계,142.0,136.0,124.0,133.0,121.0,,,,063440,케이디미디어
자본총계(지배),142.0,136.0,124.0,133.0,121.0,,,,063440,케이디미디어
자본총계(비지배),0.0,0.0,0.0,,,,,,063440,케이디미디어
자본금,81.0,88.0,89.0,96.0,97.0,,,,063440,케이디미디어
영업활동현금흐름,-12.0,-15.0,-12.0,2.0,-19.0,,,,063440,케이디미디어
투자활동현금흐름,-1.0,-1.0,0.0,-2.0,-2.0,,,,063440,케이디미디어
재무활동현금흐름,9.0,17.0,0.0,16.0,1.0,,,,063440,케이디미디어
CAPEX,1.0,1.0,0.0,3.0,2.0,,,,063440,케이디미디어
FCF,-13.0,-17.0,-12.0,0.0,-20.0,,,,063440,케이디미디어
이자발생부채,56.0,55.0,53.0,48.0,48.0,,,,063440,케이디미디어
영업이익률,-61.98,-70.18,-44.09,-16.61,-38.25,,,,063440,케이디미디어
순이익률,-63.77,-71.68,-45.46,-23.68,-39.14,,,,063440,케이디미디어
ROE(%),-48.5,-51.38,-55.69,-52.68,-51.08,,,,063440,케이디미디어
ROA(%),-24.62,-31.92,-33.71,-30.01,-30.08,,,,063440,케이디미디어
부채비율,69.53,68.8,75.37,74.57,69.28,,,,063440,케이디미디어
자본유보율,86.09,65.52,50.04,45.97,33.25,,,,063440,케이디미디어
EPS(원),-139.0,-144.0,-89.0,-89.0,-69.0,,,,063440,케이디미디어
PER(배),-3.67,-2.43,-3.28,-3.29,-4.13,,,,063440,케이디미디어
BPS(원),935.0,822.0,740.0,725.0,658.0,,,,063440,케이디미디어
PBR(배),2.08,1.61,2.34,2.07,2.43,,,,063440,케이디미디어
현금DPS(원),0.0,0.0,0.0,0.0,0.0,,,,063440,케이디미디어
현금배당수익률,,,,,,,,,063440,케이디미디어
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,,063440,케이디미디어
발행주식수(보통주),15454901.0,16789722.0,17050719.0,18564655.0,18661597.0,,,,063440,케이디미디어
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,194.0,174.0,208.0,193.0,251.0,,,,004835,덕성우
영업이익,5.0,0.0,5.0,-4.0,15.0,,,,004835,덕성우
세전계속사업이익,4.0,2.0,8.0,-7.0,7.0,,,,004835,덕성우
당기순이익,3.0,1.0,6.0,-5.0,6.0,,,,004835,덕성우
당기순이익(지배),3.0,1.0,6.0,-5.0,6.0,,,,004835,덕성우
당기순이익(비지배),,,,,,,,,004835,덕성우
자산총계,972.0,973.0,1005.0,973.0,1032.0,,,1064.0,004835,덕성우
